client_id,district_id,gender,age,age_group,birth date,disp_id,account_id,district name,region,inhabitants,municipalities with inhabitants < 499,municipalities with inhabitants 500-1999,municipalities with inhabitants 2000-9999,municipalities with inhabitants >10000,cities,ratio of urban inhabitants,average salary,unemployment rate 1996,enterpreneurs per 1000 inhabitants,commited crimes 1996,frequency,LOR,Average Collection from another bank,Average Credit in Cash,Average Interest Credited,Average remittance to another bank,Average withdrawal in cash,Average Total Credit,Average Total Debit,Average Monthly Savings,Average Monthly Balance,Median Monthly Balance,total_credit,total_withdrawal,household payment,insurance payment,lease,loan payment,other,total order payment,Card Type,Card Issued before 1997,Loan Amount,Loan Duration,Loan Payments,status,Loan granted before 1997,Card Issued,loan granted
682,18,M,17,10,1979-10-21,682,568,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,3.35,131,1910,Monthly Issuance,1,0.0,13330.166666666666,131.25833333333335,0.0,14089.600000000004,13461.425000000001,14089.600000000004,-628.1749999999997,37845.36666666667,42503.75,161537.09999999998,169075.20000000004,0.0,0.0,1408.0,0.0,0.0,1408.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
686,32,F,25,20,1971-10-03,686,572,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,3.22,118,4505,Monthly Issuance,2,0.0,21452.166666666668,176.49999999999997,6681.0,15302.933333333336,21628.666666666668,21983.933333333334,-355.2666666666658,40178.61666666667,40288.5,259543.99999999997,263807.2,5372.0,349.0,1413.0,0.0,960.0,8094.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
689,70,M,32,30,1964-08-02,689,574,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,3,43859.833333333336,50.0,194.77499999999998,0.0,42534.016666666656,44104.60833333334,42534.016666666656,1570.5916666666672,73707.85833333334,83638.75,529255.3,510408.1999999999,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
690,38,M,54,50,1942-11-07,690,575,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,8.23,104,2822,Monthly Issuance,2,0.0,10047.0,73.78333333333332,6085.0,4537.9333333333325,10120.783333333333,10622.933333333336,-502.15000000000026,25480.63333333333,24419.25,121449.40000000001,127475.20000000003,756.0,0.0,0.0,0.0,5329.0,6085.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
692,74,F,60,60,1936-01-11,692,576,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,3,6207.0,0.0,134.4416666666667,3662.0,2206.266666666666,6341.441666666667,5868.266666666666,473.1749999999999,35120.15,35149.8,76097.3,70419.2,3662.0,0.0,0.0,0.0,0.0,3662.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
694,29,M,60,60,1936-02-28,694,577,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,3.6,113,888,Monthly Issuance,2,0.0,12751.833333333334,99.76666666666665,5120.0,8647.933333333334,12851.599999999997,13767.933333333336,-916.3333333333336,31402.399999999998,31423.550000000003,154219.2,165215.20000000004,5120.0,0.0,0.0,0.0,0.0,5120.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
700,12,M,67,60,1929-11-20,700,582,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,4.31,137,3868,Monthly Issuance,2,4218.0,0.0,56.96666666666666,2812.0,1427.9333333333334,4274.966666666667,4239.9333333333325,35.03333333333334,16485.05,16856.05,51299.600000000006,50879.19999999999,2812.0,0.0,0.0,0.0,0.0,2812.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
704,54,M,21,20,1975-05-01,704,586,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,Monthly Issuance,1,0.0,5354.0,93.74999999999999,0.0,5672.933333333333,5447.75,5672.933333333333,-225.18333333333317,21660.108333333334,20016.6,65373.0,68075.2,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
706,1,M,48,40,1948-08-05,706,588,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,8336.833333333334,85.69999999999999,5089.0,4319.599999999999,8422.533333333335,9408.600000000002,-986.066666666667,18659.625,18007.85,101070.4,112903.20000000003,3141.0,511.0,0.0,0.0,1437.0,5089.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
712,54,M,34,30,1962-12-04,712,594,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.96,140,18696,Monthly Issuance,2,3081.0,0.0,72.60833333333333,2054.0,657.1000000000003,3153.6083333333336,2711.0999999999995,442.5083333333334,19598.833333333332,19856.0,37843.3,32533.19999999999,2054.0,0.0,0.0,0.0,0.0,2054.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
714,31,M,26,20,1970-10-08,714,596,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,Monthly Issuance,2,0.0,18318.083333333332,283.97499999999997,400.0,17839.600000000002,18602.058333333338,18239.600000000002,362.4583333333341,54446.01666666667,54569.05,223224.7,218875.20000000004,0.0,0.0,0.0,0.0,0.0,0.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
715,1,F,44,40,1952-01-15,715,597,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Monthly Issuance,3,0.0,21457.5,117.2,6135.0,16147.933333333336,21574.7,22282.933333333334,-708.2333333333318,42007.86666666666,41045.35,258896.40000000002,267395.2,6135.0,0.0,0.0,0.0,0.0,6135.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
720,29,M,42,40,1954-09-06,720,601,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,3.6,113,888,Monthly Issuance,3,3345.0,0.0,77.49166666666666,2230.0,1821.2666666666664,3422.491666666667,4051.266666666666,-628.775,20763.68333333333,21244.8,41069.9,48615.19999999999,2230.0,0.0,0.0,0.0,0.0,2230.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
721,43,M,56,50,1940-02-15,721,602,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,2.5,125,3891,Monthly Issuance,1,0.0,5185.833333333333,77.30833333333334,2659.1666666666665,3483.8333333333326,5263.141666666666,6142.999999999999,-879.8583333333336,23248.191666666666,24153.55,63157.7,73716.0,3191.0,0.0,0.0,0.0,0.0,3191.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
723,12,F,39,30,1957-07-26,723,604,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,4.31,137,3868,Monthly Issuance,3,0.0,9113.0,145.51666666666665,0.0,8281.266666666668,9258.516666666668,8281.266666666668,977.2499999999999,42527.11666666666,44003.899999999994,111102.2,99375.20000000001,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
726,16,M,61,60,1935-02-13,726,607,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.54,107,1913,Monthly Issuance,1,3124.0,0.0,82.53333333333333,2082.0,1109.6000000000004,3206.5333333333333,3191.6,14.93333333333328,18065.333333333332,17729.35,38478.4,38299.19999999999,2082.0,0.0,0.0,0.0,0.0,2082.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
727,32,F,66,60,1930-07-20,727,608,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,3.22,118,4505,Monthly Issuance,1,4635.0,0.0,83.225,2895.0,2265.433333333333,4718.225,5160.4333333333325,-442.20833333333366,17329.025,17082.1,56618.700000000004,61925.19999999998,2895.0,0.0,0.0,0.0,0.0,2895.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
729,63,F,27,20,1969-03-17,729,609,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,4.52,110,1460,Monthly Issuance,2,2956.0,0.0,84.99166666666666,1970.0,732.1000000000003,3040.991666666667,2702.0999999999995,338.8916666666668,19379.61666666667,19337.15,36491.9,32425.19999999999,1171.0,67.0,0.0,0.0,732.0,1970.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
731,74,F,17,10,1979-01-22,731,610,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,5.44,100,18347,Monthly Issuance,2,28401.833333333332,0.0,312.95833333333337,0.0,28716.43333333333,28714.79166666666,28716.43333333333,-1.64166666666506,72369.38333333333,62819.649999999994,344577.49999999994,344597.19999999995,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
740,55,M,73,70,1923-11-07,740,616,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,2.43,111,3894,Monthly Issuance,3,6846.0,0.0,101.61666666666666,1869.0,6017.933333333333,6947.616666666668,7886.933333333334,-939.316666666667,21143.091666666664,19524.1,83371.4,94643.20000000001,1869.0,0.0,0.0,0.0,0.0,1869.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
743,1,M,55,50,1941-02-17,743,619,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.43,167,99107,Weekly Issuance,1,0.0,36083.25,187.55833333333337,8267.0,26005.416666666668,36270.808333333334,34272.416666666664,1998.3916666666657,42463.85833333333,36511.75,435249.7,411269.0,1729.0,0.0,0.0,0.0,6538.0,8267.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
748,25,M,60,60,1936-10-15,748,623,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.68,113,2218,Monthly Issuance,3,3108.0,0.0,87.28333333333332,2072.0,1534.6000000000001,3195.2833333333333,3606.599999999999,-411.3166666666668,21755.133333333335,21732.4,38343.4,43279.19999999999,419.0,0.0,0.0,0.0,1653.0,2072.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
750,70,F,40,40,1956-09-29,750,624,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,3,0.0,64045.916666666664,280.95833333333337,0.0,60747.93333333332,64326.87500000001,60747.93333333332,3578.9416666666643,67896.34166666666,64113.649999999994,771922.5000000002,728975.1999999998,0.0,0.0,0.0,0.0,0.0,0.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
751,70,M,37,30,1959-03-09,751,625,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,7.75,81,10108,Monthly Issuance,1,0.0,3293.1666666666665,81.85833333333335,3819.0,2587.1666666666656,3375.024999999999,6406.166666666669,-3031.1416666666664,14979.158333333327,9080.9,40500.29999999999,76874.00000000003,11457.0,0.0,2607.2,0.0,0.0,14064.2,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
752,72,M,52,50,1944-12-20,752,626,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,Monthly Issuance,3,0.0,8363.916666666666,151.6833333333333,3639.0,5289.5999999999985,8515.6,8928.600000000002,-412.99999999999983,42284.425,41683.4,102187.20000000001,107143.20000000004,3639.0,0.0,0.0,0.0,0.0,3639.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
754,63,F,49,40,1947-06-04,754,627,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,4.52,110,1460,Monthly Issuance,3,0.0,24211.5,228.25,8228.0,14997.933333333336,24439.75,23225.933333333334,1213.8166666666684,45213.14166666666,44023.7,293277.0,278711.2,8228.0,0.0,554.0,0.0,0.0,8782.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
755,72,M,49,40,1947-11-21,755,628,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,Monthly Issuance,2,0.0,6071.583333333333,136.59166666666667,3028.0,3217.9333333333325,6208.175,6245.933333333333,-37.75833333333355,37016.03333333333,38166.95,74498.1,74951.20000000001,3028.0,0.0,0.0,0.0,0.0,3028.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
756,31,M,76,70,1920-05-13,756,629,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,4.2,108,1452,Monthly Issuance,2,4721.0,0.0,54.80833333333333,2707.0,2639.5999999999995,4775.808333333333,5346.599999999999,-570.7916666666669,12028.050000000001,11674.95,57309.7,64159.19999999999,1353.5,0.0,0.0,0.0,0.0,1353.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
757,71,F,26,20,1970-12-20,757,630,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.57,102,4595,Monthly Issuance,3,3542.0,0.0,66.95833333333333,2361.0,866.2666666666668,3608.958333333334,3227.266666666666,381.6916666666668,13604.75,13200.65,43307.500000000015,38727.19999999999,2361.0,0.0,0.0,0.0,0.0,2361.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
760,57,F,60,60,1936-08-25,760,633,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,4.5,116,3651,Monthly Issuance,1,5036.0,0.0,64.15833333333333,2118.0,1580.116666666666,5100.158333333334,3698.1166666666663,1402.041666666667,16894.816666666666,15889.9,61201.90000000001,44377.399999999994,3177.0,0.0,0.0,0.0,0.0,3177.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
762,21,M,59,50,1937-04-20,762,635,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,Monthly Issuance,2,0.0,7799.583333333333,41.22499999999999,5083.25,5652.325000000002,7840.808333333331,10735.575000000003,-2894.766666666668,14907.15,11127.6,94089.69999999998,128826.90000000007,1683.0,2160.0,0.0,0.0,2127.0,5970.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
765,65,M,27,20,1969-12-31,765,638,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.72,105,2718,Monthly Issuance,1,0.0,18756.833333333332,148.20000000000002,8028.0,11182.933333333336,18905.033333333336,19210.933333333338,-305.8999999999992,27044.983333333334,26966.300000000003,226860.40000000005,230531.20000000004,2487.0,873.0,0.0,0.0,4668.0,8028.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
768,32,F,65,60,1931-09-23,768,640,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,3.22,118,4505,Monthly Issuance,3,4337.0,0.0,107.31666666666665,2891.0,1138.7666666666669,4444.3166666666675,4029.766666666666,414.55,29448.966666666664,28635.199999999997,53331.80000000002,48357.19999999999,2891.0,0.0,0.0,0.0,0.0,2891.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
778,13,M,56,50,1940-06-04,778,648,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,3.26,123,1875,Monthly Issuance,3,0.0,19304.0,238.78333333333333,11406.666666666666,6856.266666666667,19542.78333333333,18262.933333333338,1279.8500000000001,68716.26666666668,71054.95000000001,234513.4,219155.20000000004,9240.0,0.0,0.0,0.0,0.0,9240.0,classic,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
779,69,F,52,50,1944-06-12,779,649,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,7.01,124,1358,Weekly Issuance,2,0.0,32236.583333333332,260.9083333333333,0.0,31921.666666666668,32497.491666666672,31921.666666666668,575.8249999999995,46693.84166666667,38585.5,389969.9000000001,383060.0,0.0,0.0,3430.1,0.0,0.0,3430.1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
780,3,M,72,70,1924-02-26,780,650,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,2.21,111,2813,Monthly Issuance,1,6914.0,0.0,106.24166666666666,1697.0,5655.433333333333,7020.241666666668,7352.433333333334,-332.19166666666706,22347.766666666666,22012.85,84242.90000000001,88229.20000000001,1697.0,0.0,0.0,0.0,0.0,1697.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
781,72,M,51,50,1945-09-20,781,651,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,4.79,110,9208,Monthly Issuance,3,0.0,21797.75,213.70000000000002,6714.0,13844.600000000004,22011.45,20558.600000000002,1452.8500000000015,44981.74166666667,44768.399999999994,264137.4,246703.20000000004,2652.0,0.0,0.0,0.0,4062.0,6714.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
782,5,F,33,30,1963-03-18,782,652,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,4.43,118,3040,Monthly Issuance,3,0.0,15688.5,218.21666666666667,7591.0,7836.266666666667,15906.716666666667,15427.26666666667,479.4500000000001,62917.333333333336,63774.600000000006,190880.6,185127.20000000004,7591.0,0.0,0.0,0.0,0.0,7591.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
785,63,M,62,60,1934-09-09,785,654,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,4.52,110,1460,Monthly Issuance,2,6092.0,0.0,123.84999999999998,2885.0,2991.266666666666,6215.849999999999,5876.266666666666,339.58333333333326,26869.666666666668,26839.15,74590.2,70515.20000000001,2885.0,0.0,0.0,0.0,0.0,2885.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
786,53,M,18,10,1978-09-06,786,655,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,3.56,99,1903,Monthly Issuance,3,0.0,25593.833333333332,226.05833333333337,4469.0,19381.26666666667,25819.891666666663,23850.266666666666,1969.6250000000011,44990.200000000004,46371.4,309838.69999999995,286203.2,1899.0,193.0,0.0,0.0,1188.5,3280.5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
788,47,M,22,20,1974-09-03,788,657,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.81,111,5410,Monthly Issuance,3,0.0,6250.75,151.07499999999996,2928.0,3096.2666666666664,6401.825000000002,6024.266666666666,377.5583333333331,34203.6,34911.55,76821.90000000002,72291.19999999998,1066.0,0.0,0.0,0.0,1862.0,2928.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
793,21,M,18,10,1978-02-04,793,662,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,2.07,123,2354,Monthly Issuance,2,0.0,5557.833333333333,99.90000000000002,3330.0,3104.6,5657.733333333333,6434.599999999999,-776.8666666666669,28153.78333333333,31478.25,67892.79999999999,77215.20000000001,3330.0,0.0,0.0,0.0,0.0,3330.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
797,8,M,48,40,1948-01-27,797,665,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.44,127,4987,Monthly Issuance,1,0.0,10214.333333333334,164.70000000000002,4149.0,5956.2666666666655,10379.033333333333,10105.266666666668,273.7666666666664,45702.291666666664,45653.3,124548.39999999998,121263.20000000004,4149.0,0.0,0.0,0.0,0.0,4149.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0
809,49,M,77,70,1919-10-15,809,674,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,2.26,155,2123,Monthly Issuance,1,4675.0,0.0,99.625,2058.0,1941.2666666666657,4774.625000000001,3999.266666666666,775.3583333333335,25916.516666666663,25434.25,57295.5,47991.19999999999,2058.0,0.0,0.0,0.0,0.0,2058.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
810,58,F,51,50,1945-09-24,810,675,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.95,96,2471,Monthly Issuance,1,0.0,12366.166666666666,130.44166666666666,6358.0,6129.5999999999985,12496.608333333332,12487.600000000004,9.008333333333212,26824.56666666667,27795.75,149959.30000000002,149851.20000000004,6358.0,0.0,0.0,1704.0,0.0,8062.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,1
812,39,M,56,50,1940-12-06,812,676,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,9.4,90,4743,Monthly Issuance,1,0.0,5929.833333333333,113.40833333333335,2765.5833333333335,3996.716666666666,6043.241666666666,6762.3,-719.0583333333335,30876.766666666666,32992.65,72518.9,81147.6,3017.0,0.0,0.0,0.0,0.0,3017.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
814,19,M,37,30,1959-10-01,814,678,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.98,120,1099,Monthly Issuance,3,0.0,8268.0,74.31666666666666,5088.0,3422.933333333333,8342.316666666668,8510.933333333336,-168.61666666666716,24165.55,24961.4,100107.8,102131.20000000001,1192.0,1967.0,0.0,0.0,1929.0,5088.0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
822,37,F,37,30,1959-05-08,822,685,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,5.39,123,4166,Weekly Issuance,1,0.0,17914.0,176.53333333333333,0.0,19003.75,18090.533333333336,19003.75,-913.2166666666668,47418.64166666667,41651.95,217086.40000000002,228045.0,0.0,0.0,3847.2,0.0,0.0,3847.2,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0
